Village_Name,Village,Union_Name
KYAMOLONG CHAI SHAIMON KARBARIPARA,133,KUHALONG
KYAMOLONG MONGPU KARBARIPARA,134,KUHALONG
KYAMOLONG NITHOAIAUNG KARBARIPARA,135,KUHALONG
KYAMOLONG UBASHAI KARBARIPARA,136,KUHALONG
KYAMOLONG USHAI KARBARIPARA,137,KUHALONG
LANGIR CHARPARA,148,KUHALONG
MINJHIRIPARA,159,KUHALONG
NATUN BIKRICHHARA,170,KUHALONG
NATUN CHARUIPARA,171,KUHALONG
POOLPARA,192,KUHALONG
PRU MONG U CHAKMAPARA,193,KUHALONG
THOAIGYAPARA,234,KUHALONG
TUNGKHYOPARA,235,KUHALONG
UNUCHING KARBARIPARA,246,KUHALONG
UTTAR DALBANIAPARA,247,KUHALONG
CHU SHAKPARA,030,RAJBILA
HAPIGYAIPARA,081,RAJBILA
MANJAIPARA,132,RAJBILA
MURUNG KHYONG MUKHPARA,133,RAJBILA
PUNARBASANPARA,164,RAJBILA
ROAZAPARA,185,RAJBILA
THANGKRIPARA,206,RAJBILA
BAGHMARA BARUAPARA,020,RAJBILA
BAGHMARA BAZARPARA,021,RAJBILA
BAGHMARA HEADMANPARA,022,RAJBILA
BAGHMARA HINDUPARA,023,RAJBILA
BAGHMARA PASHCHIMPARA,024,RAJBILA
CHIKKA KARBARIPARA,035,RAJBILA
CHING KYAU KARBARIPARA,036,RAJBILA
GALACHIPA CHAKMAPARA,077,RAJBILA
JAMCHHARI BHITARPARA,108,RAJBILA
JAMCHHARI MUKHPARA,109,RAJBILA
JOGESH KARBARIPARA,110,RAJBILA
KHAMADONGPARA,121,RAJBILA
KRAIKHYONG CHAKMAPARA,122,RAJBILA
LAKKHIMOHAN KARBARIPARA,133,RAJBILA
MAHENDRAPARA,144,RAJBILA
MURUNGKHYONG MUKHPARA,145,RAJBILA
RAJENDRA TANCHANGYAPARA,196,RAJBILA
WABRAINGPARA,247,RAJBILA
BALUMURAPARA,020,RAJBILA
CHUSHAKPARA,031,RAJBILA
DUNGMARIPARA,042,RAJBILA
IRADONGPARA,093,RAJBILA
ISLAMPUR,094,RAJBILA
9 NO. RABAR BAGANPARA,100,RAJBILA
7 NO. RABAR BAGANPARA,102,RAJBILA
JHANGKAPARA,105,RAJBILA
JURJHURIPARA,106,RAJBILA
8 NO. RABAR BAGANPARA,111,RAJBILA
KAMADONGPARA,117,RAJBILA
KENGRACHHARIPARA,118,RAJBILA
KYANGDONGPARA,119,RAJBILA
MASHABANIAPARA,140,RAJBILA
MEOAPARA,141,RAJBILA
NAYAPARA,152,RAJBILA
NYONGKHONG TRIPURAPARA,153,RAJBILA
PATHARBAN,174,RAJBILA
RAJBILA CHAKMAPARA,195,RAJBILA
RAJBILA MUSLIMPARA,196,RAJBILA
RAJBILA NICHERPARA,197,RAJBILA
RAJBILA UPARPARA,198,RAJBILA
RAMATIAPARA,199,RAJBILA
RENIPARA,200,RAJBILA
SHAKREDYANGPARA,211,RAJBILA
TAINGKHALI NICHERPARA,222,RAJBILA
THAINGKHALI UPARPARA,223,RAJBILA
THONGJAMAPARA,224,RAJBILA
UDALBANIA NAYAPARA,235,RAJBILA
UDALBANIAPARA,236,RAJBILA
UPAR BURIPARA,237,RAJBILA
AHMMAD MEMBERPARA,010,SUALAK
BABURCHIPARA,021,SUALAK
BHAGYAKULPARA,022,SUALAK
CHHATONG MROPARA,033,SUALAK
DEBA MROPARA,044,SUALAK
DEWAI HEADMANPARA,045,SUALAK
GAYALMARA ASHRAYANPARA,076,SUALAK
HINDUPARA,087,SUALAK
KRAMADI MROPARA,118,SUALAK
MADHYAM MROPARA,139,SUALAK
NATUN CHHATONG MROPARA,150,SUALAK
NAYA BHAGYAKULPARA,151,SUALAK
RANGLAI CHAIRMANPARA,192,SUALAK
RENIKHYONG MRO BAGANPARA,193,SUALAK
SINGCHYONG MROPARA,204,SUALAK
AMTALI MARMAPARA,010,SUALAK
AMTALI TANCHANGYAPARA,011,SUALAK
BANGA NOAPARA,022,SUALAK
BANGA TANCHANGYAPARA,023,SUALAK
BASANTA MROPARA,024,SUALAK
BETHANI BAWMPARA,025,SUALAK
CHINGPRUEPARA,036,SUALAK
DAIKKYA KHOLAPARA,047,SUALAK
FARUKH BAWM NICHERPARA,068,SUALAK
FARUKH BAWM UPARPARA,069,SUALAK
GANESH TANCHANGYAPARA,080,SUALAK
GIRISHOVA MARMAPARA,081,SUALAK
GYATSHIMANI BAWMPARA,082,SUALAK
KADUKHOLA NATUNPARA,123,SUALAK
KADUKHOLAPARA,124,SUALAK
KAICHTALIPARA,125,SUALAK
KAMARPARA,126,SUALAK
KHALEKKYA KHOLAPARA,127,SUALAK
LAMBA RASTAPARA,138,SUALAK
MAJHERPARA,149,SUALAK
MONGKYA CHOUDHURYPARA,150,SUALAK
MRAWLONG MROPARA,151,SUALAK
NAYA MROPARA,162,SUALAK
PATHAMA MARMAPARA,183,SUALAK
PRAFULLA TANCHANGYAPARA,184,SUALAK
PRANHARIPARA,185,SUALAK
PRANTIKLAKE MROPARA,186,SUALAK
SHYARAN BAWMPARA,217,SUALAK
SIKDARPARA,218,SUALAK
SUALAK BAZARPARA,219,SUALAK
SUALAK HEADMANPARA,220,SUALAK
SUALAK PASHCHIMPARA,221,SUALAK
SULTANPUR PASHCHIMPARA,222,SUALAK
SULTANPUR PURBAPARA,223,SUALAK
TULATALIPARA,234,SUALAK
UDLAKKYAPARA,245,SUALAK
UTTAR SULTANPURPARA,246,SUALAK
BALIPARA,020,TANKABATI
CHIMBUKPARA,031,TANKABATI
FENAI KARBARIPARA,062,TANKABATI
HATIRDERAPARA,083,TANKABATI
IMMANUEL TRIPURAPARA,094,TANKABATI
2NO MIZAPARA,100,TANKABATI
KAMALPARA,115,TANKABATI
LAKRIPARA,126,TANKABATI
LATAJHIRIPARA,127,TANKABATI
MERENGPARA,138,TANKABATI
NATUN CHAKMAPARA,149,TANKABATI
RAMJUPARA,190,TANKABATI
SAKKHAYAPARA,201,TANKABATI
SHAFIQUR RAHMANPARA,202,TANKABATI
YONGCHHUM KARBARIPARA,263,TANKABATI
1NO.MIZAPARA,400,TANKABATI
KAINGWAI HEADMANPARA,110,TANKABATI
KANGKUPARA,111,TANKABATI
KRANGTANPARA,112,TANKABATI
LARUPARA,123,TANKABATI
MARKINGPARA,134,TANKABATI
RENGCHAMPARA,185,TANKABATI
SINGMANPARA,196,TANKABATI
AMJHIRIPARA,010,TANKABATI
AMPUPARA,011,TANKABATI
CHINIPARA,032,TANKABATI
DALAPARA,043,TANKABATI
DARIPARA,044,TANKABATI
KHAMLAIPARA,115,TANKABATI
MUSLIM SIKDARPARA,136,TANKABATI
NATUN RAMJUPARA,147,TANKABATI
BHUITTAPARA,020,TANKABATI
FULKHAIKYAPARA,061,TANKABATI
LATAJHIRIPARA,122,TANKABATI
PATUIPARA,163,TANKABATI
PUNARBASAN CHAKMAPARA,164,TANKABATI
PUNARBASAN TRIPURAPARA,165,TANKABATI
RABARBAGAN,186,TANKABATI
RANGINMUKH BAZAR,187,TANKABATI
SAOLA PATUIPARA,198,TANKABATI
TANKABATI HEADMANPARA,209,TANKABATI
ALINAGAR CHANDARPARA,010,TANKABATI
BABUNAGARPARA,021,TANKABATI
BAGANPARA,022,TANKABATI
BAITTAPARA,023,TANKABATI
BATTALIPARA,024,TANKABATI
BURA BANYAPARA,025,TANKABATI
MERAJI CHAKMAPARA,136,TANKABATI
MITHAKHALIPARA,137,TANKABATI
MOHAMMADIAPARA,138,TANKABATI
NATUNPARA,149,TANKABATI
RAMRIPARA,190,TANKABATI
YUSUF JHIRIPARA,261,TANKABATI
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
ABUBAKKARPARA,010,AZIZNAGAR
AHIDPARA,011,AZIZNAGAR
ANANDA KARBARIPARA,012,AZIZNAGAR
ANWARPARA,013,AZIZNAGAR
ASHRABPARA,014,AZIZNAGAR
AZIZUDDIN COLONYPARA,015,AZIZNAGAR
BACHHURIPARA,026,AZIZNAGAR
BASANTA CHANDAPARA,027,AZIZNAGAR
BATCHADANGPARA,028,AZIZNAGAR
CHAIRMANPARA,039,AZIZNAGAR
CHALEYANGPARA (1),040,AZIZNAGAR
CHAMBI MAFIZ BAZARPARA,041,AZIZNAGAR
CHHAGALKHAIYAPARA,042,AZIZNAGAR
CHHALEYANGPARA(2),043,AZIZNAGAR
COXSBAZARPARA,044,AZIZNAGAR
DAKKHIN BACHHURIPARA,055,AZIZNAGAR
DHANUMIAPARA,056,AZIZNAGAR
DOARKATAPARA,057,AZIZNAGAR
FARUKPARA,078,AZIZNAGAR
GIASPARA,089,AZIZNAGAR
HARINMARAPARA,100,AZIZNAGAR
HEADMANPARA,101,AZIZNAGAR
HIMCHHARI PURBANGSHAPARA,102,AZIZNAGAR
HIMCHHARIPARA,103,AZIZNAGAR
IMAMPARA,114,AZIZNAGAR
JAHED LATIFPARA,125,AZIZNAGAR
JANE ALAMPARA,126,AZIZNAGAR
KABIRPARA,137,AZIZNAGAR
KALAMIAPARA,138,AZIZNAGAR
KATTALIPARA,139,AZIZNAGAR
KHAYERPARA,140,AZIZNAGAR
KHYANGJHIRI BAHADURPARA,141,AZIZNAGAR
KRACHANG MURUNGPARA,142,AZIZNAGAR
LEBUR JHIRIPARA,153,AZIZNAGAR
MAHATABPARA CHHOTA CHEUNI,164,AZIZNAGAR
MAINUDDINPARA,165,AZIZNAGAR
MASTERPARA,166,AZIZNAGAR
MATCH COLONYPARA,167,AZIZNAGAR
MATINPARA (2),168,AZIZNAGAR
MATINPARA(1),169,AZIZNAGAR
MISSIONPARA,170,AZIZNAGAR
MIZANPARA,171,AZIZNAGAR
MOSTAFAPARA,172,AZIZNAGAR
MUSLIMPARA,173,AZIZNAGAR
NAYEK JAMALPARA,184,AZIZNAGAR
NAZEMUL ISLAMPARA,185,AZIZNAGAR
NUR MOHAMMADPARA,186,AZIZNAGAR
NURUL ALAMPARA,187,AZIZNAGAR
PASHCHIM TELUNIAPARA,208,AZIZNAGAR
PRADHAN JHIRIPARA,209,AZIZNAGAR
PURBA CHAMBI AMTALI MUSLIMPARA,210,AZIZNAGAR
PURBA CHAMBI DEGREE KHOLAPARA,211,AZIZNAGAR
PURBA CHAMBI DHUILYAPARA,212,AZIZNAGAR
PURBA CHAMBI GARULODAPARA,213,AZIZNAGAR
QUDDUSPARA,224,AZIZNAGAR
RAZZAKPARA,235,AZIZNAGAR
ROADPARA,236,AZIZNAGAR
SAJARAM TRIPURAPARA,247,AZIZNAGAR
SANDWIPPARA,248,AZIZNAGAR
SAPMARAPARA,249,AZIZNAGAR
SHAFIQPARA,250,AZIZNAGAR
SHAWKATPARA,251,AZIZNAGAR
SOHRABPARA,252,AZIZNAGAR
SOLEMAN BAZARPARA,253,AZIZNAGAR
SONARANGPARA,254,AZIZNAGAR
TELUNIAR DAKKHINPARA,265,AZIZNAGAR
TOUHIDPARA,266,AZIZNAGAR
UTTAR TELUNIAPARA,277,AZIZNAGAR
UTTARPARA,278,AZIZNAGAR
AMTALIPARA,010,FAITANG
ANGRATALIPARA,011,FAITANG
BANGALIPARA,022,FAITANG
BARA MUSLIMPARA,023,FAITANG
BHAJA MARMAPARA,024,FAITANG
BHAJA MUSLIMPARA,025,FAITANG
BURIR CHIKAN GHONAPARA,026,FAITANG
CHINGDRAKPARA,037,FAITANG
CHIURTALIPARA,038,FAITANG
DARGATALAPARA,049,FAITANG
DHUILYA CHHARIPARA,050,FAITANG
FADU BAGANPARA,071,FAITANG
FADUR CHHARAPARA,072,FAITANG
FATRAJHIRIPARA,073,FAITANG
GALACHHIRAPARA,084,FAITANG
HARIN KHAIYAPARA,095,FAITANG
HEADMANPARA,096,FAITANG
JABINAPARA,117,FAITANG
KALAJHIRIPARA,128,FAITANG
KAMAIJAR JHIRIPARA,129,FAITANG
KARIANPARA,130,FAITANG
KHANDAKIA NAOMUSLIMPARA,131,FAITANG
KHEDARBANPARA,132,FAITANG
KUIJYA KHOLAPARA,133,FAITANG
KUTUBDIAPARA,134,FAITANG
LAMBASHIAPARA,145,FAITANG
MAGNAMAPARA,156,FAITANG
MAHESH KATAPARA,157,FAITANG
MAHESHKHALIPARA,158,FAITANG
MALICHAN JHIRIPARA,159,FAITANG
MANINDRAPARA,160,FAITANG
MEAUNGPARA,161,FAITANG
MIUNDA MUSLIMPARA,162,FAITANG
MOLLA JHIRIPARA,163,FAITANG
MONGBACHINGPARA,164,FAITANG
MONGFOTHOAI MEMBERPARA,165,FAITANG
MURINGA JHIRIPARA,166,FAITANG
NAYAPARA,177,FAITANG
PAGLIPARA,198,FAITANG
POKKHAIYA JHIRIPARA,199,FAITANG
RAIMYA KHOLAPARA,220,FAITANG
RAMCHHARIPARA,221,FAITANG
RANGAJHIRIPARA,222,FAITANG
ROAJAPARA,223,FAITANG
SHIBATALIPARA,234,FAITANG
SONAICHHARI MUSLIMPARA,235,FAITANG
SONAICHHARI NAYAPARA,236,FAITANG
SUTABADIPARA,237,FAITANG
THANDAJHIRIPARA,248,FAITANG
ALIBAPER JHUMPARA,010,FANSIAKHALI
AUNGSHAR JHIRIPARA,011,FANSIAKHALI
BAGAICHHARIPARA,022,FANSIAKHALI
BAMHATIR CHHARAPARA,023,FANSIAKHALI
BARACHHAN KHOLAPARA,024,FANSIAKHALI
CHAKKATAPARA,035,FANSIAKHALI
CHINIR JHIRI MROPARA,036,FANSIAKHALI
COMMUNITY CENTERPARA,037,FANSIAKHALI
DAKKHIN HAYDAR NASHIPARA,048,FANSIAKHALI
DANHATIR CHHARAPARA,049,FANSIAKHALI
DHUILLYAH JHIRIPARA,050,FANSIAKHALI
FAKIRA KHOLAPARA,071,FANSIAKHALI
FUTER JHIRIPARA,072,FANSIAKHALI
GAYALMARAPARA,083,FANSIAKHALI
GILATALIPARA,084,FANSIAKHALI
GOLBANER JHIRIPARA,085,FANSIAKHALI
HAIKYAR JHIRIPARA,096,FANSIAKHALI
HARGAJA MUSLIMPARA,097,FANSIAKHALI
HARGAJA MADHYAM MARMAPARA,098,FANSIAKHALI
HARGAJA MARMAPARA PURATAN HEADMANPARA,099,FANSIAKHALI
HARGAJA NATUN HEADMANPARA,100,FANSIAKHALI
HARGAJA PURBA MARMAPARA,101,FANSIAKHALI
HAYDAR NASHI DHALGHATPARA,102,FANSIAKHALI
HAYDAR NASHI HINDUPARA,103,FANSIAKHALI
HAYDAR NASHI KHRISTANPARA,104,FANSIAKHALI
HAYDAR NASHI KUTUBDIAPARA,105,FANSIAKHALI
KACHUKHOLAPARA,136,FANSIAKHALI
KALIR JHIRIPARA,137,FANSIAKHALI
KHALKUILYA KHOLAPARA,138,FANSIAKHALI
KUMARI BAZARPARA,139,FANSIAKHALI
KUMARI SCHOOLPARA,140,FANSIAKHALI
KUMARMAR JHIRIPARA,141,FANSIAKHALI
KURUPPATAR JHIRIPARA,142,FANSIAKHALI
LAILYAR MARPARA,153,FANSIAKHALI
MAHESH KHAILYAPARA,164,FANSIAKHALI
MALUMYAPARA,165,FANSIAKHALI
NALBANIAPARA,176,FANSIAKHALI
NATUN HEADMANPARA,177,FANSIAKHALI
OLAR JHIRIPARA,188,FANSIAKHALI
PAGLIR AGAPARA,199,FANSIAKHALI
PAINYA JHIRIPARA,200,FANSIAKHALI
PURAR JHIRIPARA,201,FANSIAKHALI
RAINGAR JHIRIPARA,222,FANSIAKHALI
RANGAJHIRIPARA,223,FANSIAKHALI
ROAJAPARA,224,FANSIAKHALI
RONGKHOLAR JHIRIPARA,225,FANSIAKHALI
SABDULLAH JHIRIPARA,236,FANSIAKHALI
SAPERGARA MARMAPARA,237,FANSIAKHALI
SAPERGARA MUSLIMPARA,238,FANSIAKHALI
SAPERGARA PURBA MARMAPARA,239,FANSIAKHALI
SAPMARAPARA,240,FANSIAKHALI
BAMBICHHARA BACHINGPARA,020,FANSIAKHALI
BANAFUR NATUNPARA,021,FANSIAKHALI
GAYALMARA TRIPURAPARA,072,FANSIAKHALI
GAYALMARAPARA,073,FANSIAKHALI
KHRISTANPARA,114,FANSIAKHALI
MUKTARAM KARBARIPARA,135,FANSIAKHALI
RAMGATIPARA,186,FANSIAKHALI
RAZAPARA,187,FANSIAKHALI
RENGLE KARBARIPARA,188,FANSIAKHALI
SAISAIPARA,199,FANSIAKHALI
SATISHPARA,200,FANSIAKHALI
TRIDEBAPARA,211,FANSIAKHALI
WAKRAPARA,242,FANSIAKHALI
AIBAKPARA,010,FANSIAKHALI
AUNGHLARIPARA,011,FANSIAKHALI
BADUR JHIRIPARA,022,FANSIAKHALI
BANAFURPARA,023,FANSIAKHALI
BANSKHAILYA JHIRIPARA,024,FANSIAKHALI
BARA PUITYAPARA,025,FANSIAKHALI
HIMCHHARIPARA,086,FANSIAKHALI
KALAR JHIRIPARA,117,FANSIAKHALI
KANTHALCHHARA MUSLIMPARA,118,FANSIAKHALI
KANTHALCHHARA TRIPURAPARA,119,FANSIAKHALI
KHILKATAPARA,120,FANSIAKHALI
KYACHINGPARA,121,FANSIAKHALI
MEMBERPARA,142,FANSIAKHALI
MIRINGA BAGANPARA,143,FANSIAKHALI
MIRINJA MUSLIMPARA,144,FANSIAKHALI
PAILAPARA,175,FANSIAKHALI
POANG BARIPARA,176,FANSIAKHALI
PUITYA BAGANPARA,177,FANSIAKHALI
SHAMUKCHHARAPARA,208,FANSIAKHALI
SHAMUKJHIRI MUKHPARA,209,FANSIAKHALI
TAKCHHARAPARA,220,FANSIAKHALI
THANDAR JHIRIPARA,221,FANSIAKHALI
TONG PUNGPARA,222,FANSIAKHALI
YANGCHHA CHHOTAPARA,273,FANSIAKHALI
YANGCHHA BARAPARA,274,FANSIAKHALI
YANGCHHA BAZARPARA,275,FANSIAKHALI
YANGCHHA PASHCHIMPARA,276,FANSIAKHALI
KICKKARJGAR PARA,420,FANSIAKHALI
YANGCHHA MUSLIMPARA,929,FANSIAKHALI
YANGCHHARMUKH MUSLIMPARA,932,FANSIAKHALI
AUNGTHOAIPARA,011,GAJALIA
AUNGYAR BILPARA,012,GAJALIA
BAISH PARIPARA,023,GAJALIA
BAISHAPARI NAYAPARA,024,GAJALIA
BARA BAMU HEADMANPARA,025,GAJALIA
BARAPARA,026,GAJALIA
BATEN TILAPARA,027,GAJALIA
BATTALIPARA,028,GAJALIA
CHARPARA,040,GAJALIA
CHINTABARPARA,041,GAJALIA
DHEKIR CHHARA MUKHPARA,052,GAJALIA
ALAKPARA,054,GAJALIA
ASROYAN PARAKOLPA PARA,064,GAJALIA
AUNGTHOAI MONGPARA,067,GAJALIA
GAINDAPARA,083,GAJALIA
HAMAI CHARPARA,094,GAJALIA
CHAMPAR JHIRIPARA,123,GAJALIA
KOHLAKYAPARA,125,GAJALIA
KONGCHAIRIPARA,126,GAJALIA
MONGMEPARA,147,GAJALIA
NAYA ALAKPARA,155,GAJALIA
PASHCHIM BAISH PARIPARA,178,GAJALIA
TULATALIPARA,219,GAJALIA
CHHOTA BAMU HEADMANPARA,030,GAJALIA
CHHOTA BAMU MUSLIMPARA,031,GAJALIA
JAITUNPARA,102,GAJALIA
MONGSAKHAIPARA,133,GAJALIA
PANISHYA JHIRIPARA,164,GAJALIA
TESHAL JHIRIPARA,205,GAJALIA
AKIRAMPARA,010,GAJALIA
ANGDONGPARA,011,GAJALIA
AUNGTHOAISAPARA,012,GAJALIA
BADU CHHARAPARA,023,GAJALIA
BRICKFIELDPARA,024,GAJALIA
BURIR JHIRI TINGHLAPARA,025,GAJALIA
BURIR JHIRIPARA,026,GAJALIA
CHIYANPARA,039,GAJALIA
DURJODHANPARA,050,GAJALIA
GAJALIA BAZARPARA,081,GAJALIA
GAJALIA HEADMANPARA,082,GAJALIA
GAJALIABAZAR,083,GAJALIA
GATIRAM MUSLIMPARA,084,GAJALIA
GATIRAMPARA,085,GAJALIA
HARUNPARA,096,GAJALIA
8MAIL &10MAIL MUSLIMPARA,110,GAJALIA
KAINPAPARA,127,GAJALIA
KHURJA NUNAPARA,128,GAJALIA
KOANG KHYANGPARA,129,GAJALIA
KYAHLACHINGPARA,130,GAJALIA
MANIKJANPARA,151,GAJALIA
MOHAMMADPARA,153,GAJALIA
NAJIRAMPARA,164,GAJALIA
NAPITER JHIRIPARA,165,GAJALIA
PRANGHAPARA,186,GAJALIA
RASANGAPARA,207,GAJALIA
RAY AUNGSEPARA,208,GAJALIA
REMONG MEMBERPARA,209,GAJALIA
SAPMARA JHIRIPARA,220,GAJALIA
TARAR JHIRIPARA,232,GAJALIA
UJIRAMPARA,244,GAJALIA
AUNGCHACHINGPARA,011,GAJALIA
BUCHAPARA,022,GAJALIA
DHOLAPARA,043,GAJALIA
HLAFUJAIPARA,084,GAJALIA
KACHU CHHARA LATOAPARA,115,GAJALIA
KACHU CHHARAPARA,116,GAJALIA
KALABARPARA,117,GAJALIA
KUICHHARAPARA,118,GAJALIA
CHONKOT PARA,123,GAJALIA
LEMUR JHIRIPARA,129,GAJALIA
LULAING BAZARPARA,130,GAJALIA
LULAING HEADMANPARA,131,GAJALIA
LULAING NAYAPARA,132,GAJALIA
MAJHER MONGHLAPARA,143,GAJALIA
MAYURPARA,144,GAJALIA
RIANGPARA,196,GAJALIA
TALAIPARA,217,GAJALIA
UCHAPRUER CHARPARA,228,GAJALIA
UPAR MONGHLAPARA,229,GAJALIA
THANDA JHIRI,752,GAJALIA
CHANGBAT MURANGPARA,030,LAMA
LINE JHIRI MIRINJAPARA,121,LAMA
NUNAR JHIRIPARA,142,LAMA
PASHCHIM DAKKHIN SHILERTUAPARA,163,LAMA
PASHCHIM HASPATALPARA,164,LAMA
PASHCHIM MADHU JHIRIPARA,165,LAMA
ABDU SHUKKURPARA,010,LAMA
AUNG KYAMONGPARA CHIYANI,011,LAMA
BAIKKHAM JHIRIPARA,022,LAMA
BAILYAR CHARPARA,023,LAMA
BEGUN JHIRIPARA,024,LAMA
CHHOTA BAMU MUKHPANJHIRIPARA,035,LAMA
CHIYANI AUNGRAPARA,036,LAMA
CHIYANI MUKH MARMAPARA,037,LAMA
CHIYANI MUSLIMPARA,038,LAMA
LENGA GHONAPARA,129,LAMA
MERAKHOLA ASHRAYAN PROKLPAPARA,140,LAMA
MERAKHOLA HINDUPARA,141,LAMA
MERAKHOLA MARMAPARA,142,LAMA
MERAKHOLA MUSLIMPARA,143,LAMA
MERU MURANGPARA,144,LAMA
MEULAR CHARPARA,145,LAMA
MEULARCHAR HLATHUI MARMAPARA,146,LAMA
PAHARPARA,177,LAMA
POANGPARA,178,LAMA
BADLAPARA,020,LAMA
BARISALPARA,021,LAMA
CHIYANI KKACHHI MIAPARA,032,LAMA
DALU JHIRI CHINGTHUIPARA,043,LAMA
DOCHHARIPARA,044,LAMA
GANDAPARA,075,LAMA
GILAPARA,076,LAMA
HARIN JHIRIPARA,087,LAMA
KAIRANGPARA,118,LAMA
KALABARPARA,119,LAMA
KALAIPARA,120,LAMA
KANGKUPARA,121,LAMA
LAILYAPARA,132,LAMA
LANGCHUNGPARA,133,LAMA
LOKKHAN JHIRIPARA,134,LAMA
M HOSENPARA,145,LAMA
MALAJHIRI MUKHPARA,146,LAMA
MRATHOAI MURANGPARA,147,LAMA
NOAPARA,158,LAMA
PANSHIPARA,179,LAMA
PARATTA MEMBERPARA,180,LAMA
POPA HEADMANPARA,181,LAMA
RINGDURPARA,202,LAMA
RUMAJAN TRIPURAPARA,203,LAMA
TAU MURANGPARA,224,LAMA
TEYAR JHIRI PURNA MEMBERPARA,225,LAMA
THAKURJHIRI NATUN TRIPURAPARA,226,LAMA
API POSTPARA,010,RUPASIPARA
AUNGHLA DURIPARA,011,RUPASIPARA
AUNGHLAPARA,012,RUPASIPARA
BAIDYA JHIRIPARA,023,RUPASIPARA
BAIDYABHITAPARA,024,RUPASIPARA
BAIKKHYONG MUSLIMPARA,025,RUPASIPARA
BAIKKHYONGPARA,026,RUPASIPARA
BALUCHARPARA,027,RUPASIPARA
BHADRASENPARA,028,RUPASIPARA
CHA AUNGYAPARA,039,RUPASIPARA
CHINGKUM JHIRIPARA,040,RUPASIPARA
CHINGKUM MARMAPARA,041,RUPASIPARA
CHINGKUM MROPARA,042,RUPASIPARA
DARDARI BARUAPARA,053,RUPASIPARA
DARDARI HASPATALPARA,054,RUPASIPARA
DARDARI MARMAPARA,055,RUPASIPARA
DARDARI NAYAPARA (1),056,RUPASIPARA
DARDARI NAYAPARA (1),057,RUPASIPARA
DOHLA AUNGPARA,058,RUPASIPARA
HEADMANPARA,099,RUPASIPARA
HLACHCHHAIPARA,100,RUPASIPARA
HRIDAY MASTERPARA,101,RUPASIPARA
IBRAHIM LEADERPARA,112,RUPASIPARA
MASTERPARA,153,RUPASIPARA
MOHAMMADPURPARA,154,RUPASIPARA
MONGSUI PRUEPARA,155,RUPASIPARA
MUSLIMPARA,156,RUPASIPARA
POLICE CAMPPARA,187,RUPASIPARA
SHILERTUAPARA,218,RUPASIPARA
SIDDIQPARA,219,RUPASIPARA
TAILYABHITAPARA,230,RUPASIPARA
TIAR JHIRI MARMAPARA,231,RUPASIPARA
TIAR JHIRI MUSLIMPARA,232,RUPASIPARA
AUNGBAIPARA,010,RUPASIPARA
CHHALAMPARA,031,RUPASIPARA
HAMUKPARA (1),082,RUPASIPARA
HAMUKPARA (2),083,RUPASIPARA
JAMALPURPARA,104,RUPASIPARA
KAMPANPARA,115,RUPASIPARA
LULING MROPARA,126,RUPASIPARA
METHUIPARA,137,RUPASIPARA
MONGNINGPARA,138,RUPASIPARA
MONGPRUE PARA,139,RUPASIPARA
NATUN MARMAPARA,150,RUPASIPARA
PONAPARA,171,RUPASIPARA
PURATAN MARMAPARA,172,RUPASIPARA
ALIAM BABUPARA,010,RUPASIPARA
BULU MEMBERPARA,021,RUPASIPARA
DALUJHIRIPARA,042,RUPASIPARA
HEADMANPARA,083,RUPASIPARA
KHUMIIPARA,114,RUPASIPARA
KHURINGPARA,115,RUPASIPARA
MAIKYONGPARA,136,RUPASIPARA
MICHHUPARA,137,RUPASIPARA
NAYAPARA,148,RUPASIPARA
PANJHIRIPARA,169,RUPASIPARA
RAY-AUNG MROPARA,190,RUPASIPARA
RAZA MROPARA,191,RUPASIPARA
RAZAPARA,192,RUPASIPARA
RENG CHAKPARA,193,RUPASIPARA
RUIYANGPARA,194,RUPASIPARA
THONG PUNG MROPARA,215,RUPASIPARA
AKRAMOLLAPARA,010,SARAI
ANDARI JAMALPARA,011,SARAI
ANDARI RANJAR BHITAPARA,012,SARAI
BACHHARIPARA,023,SARAI
BATTALIPARA,024,SARAI
BAZARPARA,025,SARAI
BHARAGODAPARA,026,SARAI
BURABANYAPARA,027,SARAI
CAMPPARA,038,SARAI
CHAKMAPARA,039,SARAI
CHHABICHANDRAPARA,040,SARAI
CHHIOCHCHHARAPARA,041,SARAI
CHINGHLA MONGPARA,042,SARAI
DERAJ MIAPARA,053,SARAI
DHEKICHHARAPARA,054,SARAI
DHUMSARPARA,055,SARAI
GAJANPARA,086,SARAI
GAYAL MARAPARA,087,SARAI
HIMCHHARI SHAHPARA,098,SARAI
